Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) - Entries,Friday - Entries,Saturday - Entries,Sunday - Entries,Weekday (Mon-Thu) - Exits,Firday - Exits,Saturday - Exits,Sunday - Exits,En/Ex
DLR,857,MUDd,Mudchute,Station entry / exit,APC,"2,336","2,446","2,208","1,590","2,219","2,225","2,013","1,611","1,142,393"
DLR,538,PDKd,Pontoon Dock,Station entry / exit,APC,"3,430","3,674","3,680","2,644","3,504","3,620","3,605","2,643","1,794,022"
DLR,858,POPd,Poplar,Station entry / exit,APC,"1,707","1,578","1,051",956,"1,883","1,798","1,122","1,042","825,604"
DLR,888,PRRd,Prince Regent,Station entry / exit,APC,"2,840","2,513","2,350","1,730","3,009","2,658","2,375","1,627","1,381,287"
DLR,859,PMLd,Pudding Mill Lane,Station entry / exit,APC,"1,311","1,319",966,697,"1,298","1,262",934,704,"614,843"
DLR,890,ROAd,Royal Albert,Station entry / exit,APC,"1,541","1,411","1,315","1,223","1,694","1,676","1,483","1,131","798,208"
DLR,886,ROVd,Royal Victoria,Station entry / exit,APC,"4,463","4,908","5,851","4,020","3,746","4,441","5,130","3,487","2,286,632"
DLR,860,SHAd,Shadwell DLR,Station entry / exit,APC,"9,971","10,200","7,812","5,135","9,592","9,838","7,622","4,992","4,667,783"
DLR,861,SOQd,South Quay,Station entry / exit,APC,"5,429","5,396","3,675","2,626","5,426","5,198","3,472","2,480","2,497,386"
DLR,889,STLd,Star Lane,Station entry / exit,APC,"2,042","2,001","1,253","1,067","2,159","2,169","1,322","1,139","970,623"
DLR,719,SFDu,Stratford,DLR boarding / alighting,APC,"20,654","21,735","21,501","14,128","18,554","19,540","18,697","12,293","9,977,028"
DLR,749,SHSd,Stratford High Street,Station entry / exit,APC,"1,854","1,851","1,381","1,042","1,890","1,859","1,380","1,085","888,438"
DLR,504,STId,Stratford International DLR,Station entry / exit,APC,"5,609","5,856","5,079","3,662","4,810","5,257","4,600","3,488","2,623,668"
DLR,864,TOGd,Tower Gateway,Station entry / exit,APC,"4,508","4,332","4,241","2,822","5,203","5,131","4,948","3,392","2,401,001"
DLR,757,WHMu,West Ham,DLR boarding / alighting,APC,"4,523","4,638","3,326","2,497","3,863","3,948","3,075","2,188","2,005,602"
DLR,866,WIQd,West India Quay,Station entry / exit,APC,"2,308","3,184","3,157","2,188","2,244","3,134","3,197","2,217","1,329,826"
DLR,559,WSId,West Silvertown,Station entry / exit,APC,"3,127","3,022","2,564","1,818","3,123","3,053","2,623","1,873","1,505,609"
DLR,865,WESd,Westferry,Station entry / exit,APC,"6,290","6,430","5,284","3,644","6,275","6,318","5,175","3,797","3,049,242"
DLR,573,WOAd,Woolwich Arsenal,Station entry / exit,APC,"17,771","18,470","14,940","10,140","17,334","17,119","13,856","10,366","8,491,604"
EZL,3000,AMLr,Acton Main Line,Station entry / exit,Scaled,759,788,611,335,651,656,532,311,"316,257"
EZL,6872,BREr,Brentwood,Station entry / exit,Gateline,"3,454","3,254","2,102","1,146","3,173","2,953","1,953","1,104","1,390,728"
EZL,3176,BNMr,Burnham,Station entry / exit,Manual Count,"2,111","2,054","1,322",896,"2,045","2,074","1,186",933,"894,325"
EZL,6874,CTHr,Chadwell Heath,Station entry / exit,Gateline,"5,642","5,577","3,947","2,530","5,378","5,124","3,543","2,432","2,396,450"
EZL,560,EBYu,Ealing Broadway,TfL Rail boarding / alighting,Scaled,"2,791","2,809","2,435","1,650","3,221","3,077","2,616","1,869","1,372,461"
EZL,6876,FOGr,Forest Gate,Station entry / exit,Gateline,"5,708","5,858","4,368","2,954","5,730","5,532","4,067","2,973","2,548,489"
EZL,6877,GDPr,Gidea Park,Station entry / exit,Gateline,"3,837","3,508","2,419","1,322","3,488","3,075","2,061","1,349","1,533,725"
EZL,6878,GMYr,Goodmayes,Station entry / exit,Gateline,"5,049","4,920","3,400","2,214","4,884","4,664","3,122","2,135","2,145,176"
EZL,3191,HANr,Hanwell,Station entry / exit,Manual Count,"1,462","1,369","1,051",500,"1,202","1,183",861,553,"576,380"
EZL,6879,HROr,Harold Wood,Station entry / exit,Gateline,"4,313","4,145","2,613","1,452","4,116","3,844","2,312","1,305","1,760,138"
EZL,3186,HAYr,Hayes & Harlington,TfL Rail boarding / alighting,Scaled,"3,891","3,875","3,090","2,041","3,406","3,038","2,451","1,774","1,620,176"
EZL,7091,HAFr,Heathrow Terminal 4 EL,,,0,0,0,0,0,0,0,0,0
EZL,9846,HWVr,Heathrow Terminal 5 EL,TfL Rail boarding / alighting,Loadweigh,236,286,"1,364","1,503",129,136,"1,365","1,213","260,928"
EZL,7090,HXXr,Heathrow Terminals 2 & 3 EL,TfL Rail boarding / alighting,Scaled,"1,507","1,607","1,431","1,650","1,343","1,520","1,302","1,378","723,162"
EZL,6881,IFDr,Ilford,Station entry / exit,Gateline,"8,956","8,789","7,381","5,000","9,271","8,952","7,199","4,982","4,106,402"
EZL,3170,IVRr,Iver,Station entry / exit,Manual Count,436,441,263,181,405,423,265,176,"182,117"
EZL,3171,LNYr,Langley,Station entry / exit,Manual Count,"1,355","1,294",924,650,"1,233","1,255",839,551,"565,434"
EZL,6965,LSTr,Liverpool Street NR,TfL Rail boarding / alighting,Loadweigh,"21,997","20,065","12,672","6,516","26,683","25,598","18,686","9,362","10,251,278"
EZL,3147,MAIr,Maidenhead,TfL Rail boarding / alighting,Manual Count,"4,352","3,517","3,378","2,538","4,603","3,954","3,280","2,636","1,964,707"
EZL,6883,MNPr,Manor Park,Station entry / exit,Gateline,"4,036","4,084","3,106","2,099","3,964","3,801","2,834","2,055","1,781,334"
EZL,6970,MYLr,Maryland,Station entry / exit,Gateline,"3,092","3,211","2,317","1,497","2,862","2,766","1,879","1,450","1,316,546"
EZL,3087,PADr,Paddington NR,TfL Rail boarding / alighting,Loadweigh,"17,232","14,600","19,075","13,326","17,576","17,666","21,488","13,468","8,513,238"
EZL,3149,RDGr,Reading,TfL Rail boarding / alighting,Loadweigh,"3,069","2,990","2,175","1,530","3,714","3,888","3,397","2,212","1,544,095"
EZL,6886,RMFr,Romford,TfL Rail boarding / alighting,Scaled,"11,539","11,760","9,278","5,828","13,002","13,069","10,080","6,310","5,506,235"
EZL,6893,SVKr,Seven Kings,TfL Rail boarding / alighting,Scaled,"4,883","4,792","3,456","2,289","4,493","4,236","3,014","2,136","2,046,889"
EZL,6888,SNFr,Shenfield,TfL Rail boarding / alighting,Loadweigh,"2,924","2,951","2,018","1,065","3,933","3,967","2,757","1,726","1,493,660"
EZL,3172,SLOr,Slough,TfL Rail boarding / alighting,Manual Count,"4,555","5,190","3,430","3,553","4,425","5,402","3,395","4,020","2,170,889"
EZL,3187,STLr,Southall,Station entry / exit,Gateline,"5,246","5,109","4,170","2,808","5,067","4,765","3,711","2,550","2,294,079"
EZL,719,SFDu,Stratford,TfL Rail boarding / alighting,Scaled,"26,355","27,528","30,133","19,926","27,359","29,448","30,003","19,397","13,233,567"
EZL,3151,TAPr,Taplow,Station entry / exit,Manual Count,600,563,557,319,553,542,545,349,"266,945"
EZL,3155,TWYr,Twyford,TfL Rail boarding / alighting,Manual Count,"1,801","1,912","1,646",983,"1,798","1,904","1,640","1,023","837,725"
EZL,3174,WDTr,West Drayton,Station entry / exit,Gateline,"3,272","3,247","2,652","1,519","2,876","2,708","2,095","1,390","1,361,605"
EZL,3188,WEAr,West Ealing,TfL Rail boarding / alighting,Scaled,"2,052","2,059","1,710",805,"2,113","1,952","1,437",865,"908,453"
TRM,9441,ADVt,Addington Village,Trams boarding / alighting,APC,"1,245","1,245",892,503,"1,134","1,134",807,489,"593,587"
TRM,9440,ADSt,Addiscombe,Trams boarding / alighting,APC,"1,919","1,919","1,711","1,049","1,552","1,552","1,338",897,"909,511"
TRM,9442,AMPt,Ampere Way,Trams boarding / alighting,APC,"1,649","1,649","2,299","1,509","1,801","1,801","2,541","1,596","1,025,273"
TRM,9443,ARNt,Arena,Trams boarding / alighting,APC,"1,490","1,490","1,326",760,"1,227","1,227","1,096",710,"711,181"
TRM,9444,AVRt,Avenue Road,Trams boarding / alighting,APC,178,178,162,101,103,103,119,66,"75,180"
TRM,9445,BCJt,Beckenham Junction Trams,Trams boarding / alighting,APC,"1,432","1,432","1,318",908,"2,090","2,090","2,127","1,415","951,355"
TRM,9446,BCRt,Beckenham Road,Trams boarding / alighting,APC,462,462,383,211,448,448,383,250,"235,025"
TRM,9449,BDLt,Beddington Lane,Trams boarding / alighting,APC,374,374,264,123,413,413,252,151,"192,204"
TRM,9450,BGWt,Belgrave Walk,Trams boarding / alighting,APC,786,786,523,358,837,837,545,356,"402,624"
TRM,9454,BKBt,Birkbeck Trams,Trams boarding / alighting,APC,372,372,353,205,288,288,277,153,"174,519"
TRM,9459,BHLt,Blackhorse Lane,Trams boarding / alighting,APC,"1,175","1,175",957,671,940,940,753,557,"549,911"
TRM,9488,TWRt,Centrale,Trams boarding / alighting,APC,"1,002","1,002",870,568,"1,470","1,470","1,659",950,"667,607"
TRM,9460,CSTt,Church Street,Trams boarding / alighting,APC,"3,014","3,014","2,833","1,800","1,839","1,839","1,657","1,070","1,287,204"
TRM,9464,COOt,Coombe Lane,Trams boarding / alighting,APC,278,278,184,95,262,262,167,119,"132,736"
TRM,9468,DDRt,Dundonald Road,Trams boarding / alighting,APC,516,516,291,216,602,602,417,278,"276,238"
TRM,9470,ECRt,East Croydon Trams,Trams boarding / alighting,APC,"9,660","9,660","8,644","5,831","9,164","9,164","7,957","4,980","4,946,699"
TRM,9471,ELMt,Elmers End Trams,Trams boarding / alighting,APC,"1,077","1,077","1,011",636,"1,026","1,026",958,668,"561,146"
TRM,9472,FLWt,Fieldway,Trams boarding / alighting,APC,"1,024","1,024",812,539,988,988,740,547,"516,819"
TRM,9473,GSTt,George Street,Trams boarding / alighting,APC,"2,192","2,192","2,064","1,279","3,305","3,305","3,407","1,862","1,469,273"
TRM,9474,GVHt,Gravel Hill,Trams boarding / alighting,APC,617,617,322,182,636,636,286,178,"294,148"
TRM,9475,HRDt,Harrington Road,Trams boarding / alighting,APC,467,467,456,272,307,307,284,197,"206,593"
TRM,9476,KHDt,King Henry's Drive,Trams boarding / alighting,APC,534,534,433,290,755,755,618,432,"334,465"
TRM,9477,LEBt,Lebanon Road,Trams boarding / alighting,APC,"1,221","1,221","1,165",732,"1,183","1,183","1,072",729,"639,725"
TRM,9478,LPKt,Lloyd Park,Trams boarding / alighting,APC,830,830,679,474,780,780,666,471,"420,737"
TRM,9479,MPKt,Merton Park,Trams boarding / alighting,APC,715,715,504,303,638,638,410,268,"335,768"
TRM,9480,MTMt,Mitcham,Trams boarding / alighting,APC,"1,499","1,499","1,211",798,"1,773","1,773","1,321",891,"837,465"
TRM,9481,MTJt,Mitcham Junction Trams,Trams boarding / alighting,APC,"1,495","1,495","1,183",740,"1,677","1,677","1,286",802,"808,809"
TRM,9482,MRDt,Morden Road,Trams boarding / alighting,APC,"1,072","1,072",737,464,"1,062","1,062",704,440,"529,641"
TRM,9484,NADt,New Addington,Trams boarding / alighting,APC,"1,673","1,673","1,229",886,"1,880","1,880","1,470","1,027","910,692"
TRM,9485,PHLt,Phipps Bridge,Trams boarding / alighting,APC,993,993,798,608,"1,089","1,089",815,614,"538,962"
TRM,9486,RVCt,Reeves Corner,Trams boarding / alighting,APC,171,171,189,124,980,980,"1,047",602,"314,093"
TRM,9487,SANt,Sandilands,Trams boarding / alighting,APC,"2,575","2,575","2,081","1,246","2,392","2,392","1,796","1,205","1,268,297"
TRM,9491,TPLt,Therapia Lane,Trams boarding / alighting,APC,"1,817","1,817","1,340",868,"1,989","1,989","1,449",929,"961,144"
TRM,9497,WDMt,Waddon Marsh,Trams boarding / alighting,APC,"1,249","1,249","1,351",882,"1,404","1,404","1,425",941,"726,893"
TRM,9498,WPKt,Wandle Park,Trams boarding / alighting,APC,"1,422","1,422","1,454",932,"1,538","1,538","1,509","1,065","804,251"
TRM,9499,WLRt,Wellesley Road,Trams boarding / alighting,APC,"1,150","1,150","1,029",665,333,333,267,184,"389,008"
TRM,8776,WCRt,West Croydon Trams,Trams boarding / alighting,APC,"2,614","2,614","2,420","1,695","3,104","3,104","2,675","1,829","1,514,414"
TRM,8777,WMBt,Wimbledon Trams,Trams boarding / alighting,APC,"3,862","3,862","3,155","1,905","3,259","3,259","2,956","1,680","1,843,892"
TRM,8779,WDSt,Woodside,Trams boarding / alighting,APC,"1,088","1,088",805,541,881,881,646,471,"500,843"
